Variety,Names,Bee,Bee_sd,Bumble,Bumble_sd,NSC,NSC_sd,Corolla,Corolla_sd,Flower,Flower_sd,Colour,Hue,NSC*Flower;;;;;;;;;;;;;
MP01,Silver Blue,1.4,1.6733201,6.4,2.302173,535.6778,283.159299,11.9755,0.934302301,17340,817.3004344,purple,0.9987831,9288653.052;;;;;;;;;;;;;
MP02,Beelicious Purple,0.8,0.4472136,12.2,5.495453,153.6799,63.67326849,7.3725,1.02368208,12900,2462.523096,purple,1.2073999,1982470.71;;;;;;;;;;;;;
MP03,MP Honey Purple,0.8,0.83666,2,2.236068,574.1071,237.7177108,14.7595,0.683439252,9855,965.9347804,purple,1.2407744,5657825.471;;;;;;;;;;;;;
MP04,MP Better Amber,2.8,2.1679483,1.2,0.83666,305.2399,97.65070182,19.5,1.15273131,11550,1565.349003,orange,-1.350698,3525520.845;;;;;;;;;;;;;
MP05,MP Better Amarillo,1.4,1.5165751,1.2,1.788854,124.1878,61.97063825,17.7475,0.97780568,13680,2871.973189,yellow,-1.5414084,1698889.104;;;;;;;;;;;;;
MP06,MP Better Violeta,0.2,0.4472136,5.4,3.04959,289.0845,163.2475223,8.971,1.079619329,5145,470.0531885,purple,1.163696,1487339.753;;;;;;;;;;;;;
MP07,MP Honey Sandstone,1.6,2.0736441,3.2,2.04939,242.3024,124.1856808,13.475,0.854723717,26730,1235.584882,orange,-1.5113457,6476743.152;;;;;;;;;;;;;
MP08,MP Honey Ember,0.8,1.0954451,3.2,2.588436,237.0061,202.0349727,13.638,0.788246555,21375,3218.092603,orange,-1.3912917,5066005.388;;;;;;;;;;;;;
MP09,MP09,1.8,1.3038405,3.4,2.302173,491.0069,295.9553501,18.7055,0.822419249,11250,1543.382649,pink,-1.1683671,5523827.625;;;;;;;;;;;;;
MP10,MP10,2.6,2.2803509,1.8,2.387467,202.831,83.29798353,17.5125,1.05311268,9690,563.5090949,purple,-1.2787794,1965432.39;;;;;;;;;;;;;
MP11,MP11,3.8,2.4083189,4.8,2.04939,906.4764,643.781924,16.554,0.93241551,12090,3023.90476,pink,0.1819204,10959299.68;;;;;;;;;;;;;
MP12,MP12,1,1.2247449,1.2,1.095445,133.4132,64.63825124,15.921,0.741129295,5670,1159.889003,yellow,-1.5320849,756452.844;;;;;;;;;;;;;
MP13,MP13,1,0.4472136,0.8,1.095445,106.0836,39.50911606,15.622,0.772348435,27720,2295.009804,yellow,-1.548298,2940637.392;;;;;;;;;;;;;
MP14,MP14,1.8,2.4899799,3.2,2.683282,204.3179,116.6611618,20.636,2.516021086,21060,1869.261218,red,-1.1663595,4302934.974;;;;;;;;;;;;;
MP15,MP15,0.8,1.7888544,3.4,3.209361,267.2104,95.51000217,9.723,0.73158156,18150,1243.670977,purple,0.6420197,4849868.76;;;;;;;;;;;;;
