Variety,Names,Bee,Bee_sd,Bumble,Bumble_sd,NSC,NSC_sd,Corolla,Corolla_sd,Flower,Flower_sd,Colour,Hue,NSC*Flower;;;;;;;;;;;;;;
SV01,SV01 - Rose Marvel,3.8,3.271085,5.8,3.271085,119.83422,55.72980385,6.9385,0.500381696,8547,1391.058949,pink,0.49487335,1024223.078;;;;;;;;;;;;;;
SV02,SV02 - SV Caramia,3.2,1.643168,0.6,1.643168,77.48737,26.93062927,5.416,0.456213247,5097,661.9063378,purple,1.09603622,394953.1249;;;;;;;;;;;;;;
SV03,SV03 - SV Salute Ice Blue,15,4.062019,2,4.062019,189.57682,84.47053478,4.5695,0.319316293,4011,235.1701512,pink,1.38893955,760392.625;;;;;;;;;;;;;;
SV05,SV05 - SV Salute Light Pink,17.8,3.34664,3.2,3.34664,75.38794,57.16199984,4.518,0.495884112,6258,538.9990724,pink,-0.63397306,471777.7285;;;;;;;;;;;;;;
SV06,SV06 - SV Midnight Rose,9.2,3.34664,3.2,3.34664,89.57173,37.03796495,4.79,0.315344423,9123,1216.96138,purple,-0.08667183,817162.8928;;;;;;;;;;;;;;
SV07,SV07 - SV Midnight Purple,11.4,2.408319,2,2.408319,85.74711,33.36875011,4.137,0.298718315,23139,1564.809893,pink,0.73089526,1984102.378;;;;;;;;;;;;;;
SV08,SV08 - SV Royal Magenta,17.4,3.286335,1.6,3.286335,59.29462,36.87152026,5.2175,0.364386651,11397,1068.817103,pink,-0.13814696,675780.7841;;;;;;;;;;;;;;
SV09,SV09 - SV Caramia Rosa,7.6,3.209361,4.2,3.209361,94.78743,32.26068293,4.735,0.197097358,14427,1550.248367,pink,0.24492776,1367498.253;;;;;;;;;;;;;;
SV10,SV10 - SV Salute Neon Pink,2.6,1.516575,2.6,1.516575,93.42526,42.43984063,5.275,0.281041297,6429,815.3710812,purple,-0.0578286,600630.9965;;;;;;;;;;;;;;
SV11,SV11 - SV Noble Knight,6.6,3.286335,6,3.286335,50.28494,39.71789542,6.4515,0.769533522,21891,1149.121404,pink,1.34697782,1100787.622;;;;;;;;;;;;;;
SV04,SV04,5.8,3.271085,2.8,3.271085,162.01618,37.11319479,4.667,0.363884019,9612,2016.325867,pink,-0.02592269,1557299.522;;;;;;;;;;;;;;
SV12,SV12,1.1,1.224745,3.4,1.224745,164.17666,65.75479385,7.4695,0.785389444,4704,351.8771092,purple,,772287.0086;;;;;;;;;;;;;;
SV13,SV13,9,1.224745,3.6,1.224745,250.12371,114.1801462,5.5185,0.261015729,11469,968.7259674,white,-1.57185842,2868668.83;;;;;;;;;;;;;;
SV14,SV14,13.2,2.167948,2.2,2.167948,88.53307,57.15819592,5.112,0.909416238,10449,913.621913,pink,-0.18080852,925082.0484;;;;;;;;;;;;;;
SV15,SV15,1.6,1.81659,7.2,1.81659,94.12333,46.80223789,6.5555,0.387046509,13077,1283.89836,pink,-0.15347376,1230850.786;;;;;;;;;;;;;;
